"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.401331111E0,4.353249967E-1,-3.441212463E1,1.194875017E-1,3.441508546E1
3.403835801E0,3.975124955E-1,-3.440717316E1,6.324999779E-2,3.440952748E1
3.406340417E0,3.572250009E-1,-3.440593719E1,7.012499962E-3,3.440779233E1
3.408845263E0,3.107500076E-1,-3.440359879E1,-4.675000161E-2,3.440503394E1
3.411349880E0,2.594625056E-1,-3.439988708E1,-9.556250274E-2,3.440099831E1
3.413854496E0,2.056999952E-1,-3.439383698E1,-1.445125043E-1,3.439475568E1
3.416359126E0,1.469874978E-1,-3.439012527E1,-1.896124929E-1,3.439096211E1
3.418864739E0,8.346249908E-2,-3.439012527E1,-2.311374992E-1,3.439100328E1
3.421368434E0,1.746249944E-2,-3.438283920E1,-2.690874934E-1,3.438389659E1
3.423873047E0,-5.087500066E-2,-3.437788773E1,-3.045625091E-1,3.437927444E1
3.426377883E0,-1.216875017E-1,-3.437183762E1,-3.350875080E-1,3.437368634E1
3.428882501E0,-1.951124966E-1,-3.436688614E1,-3.631374836E-1,3.436935845E1
3.431387116E0,-2.696374953E-1,-3.436083603E1,-3.863750100E-1,3.436406615E1
3.433891732E0,-3.477374911E-1,-3.435836411E1,-4.046624899E-1,3.436250656E1
3.436396347E0,-4.272125065E-1,-3.435107422E1,-4.193750024E-1,3.435629034E1
3.438902191E0,-5.053125024E-1,-3.434365082E1,-4.303750098E-1,3.435006426E1
3.441405655E0,-5.860249996E-1,-3.433512497E1,-4.388999939E-1,3.434293035E1
3.443910268E0,-6.665999889E-1,-3.432783890E1,-4.413749874E-1,3.433714739E1
3.446415114E0,-7.436000109E-1,-3.432288742E1,-4.388999939E-1,3.433374688E1
3.448919737E0,-8.218374848E-1,-3.431560135E1,-4.328500032E-1,3.432817024E1
3.451424427E0,-9.011750221E-1,-3.431312561E1,-4.218499959E-1,3.432754962E1
3.453929044E0,-9.719874859E-1,-3.430955124E1,-4.071374834E-1,3.432573126E1
3.456433660E0,-1.047749996E0,-3.430088806E1,-3.888500035E-1,3.431908953E1
3.458939417E0,-1.127225041E0,-3.428754807E1,-3.643749952E-1,3.430800720E1
3.461443111E0,-1.201750040E0,-3.427283859E1,-3.386625051E-1,3.429557348E1
3.463947725E0,-1.270087481E0,-3.426183701E1,-3.093749881E-1,3.428676582E1
3.466452340E0,-1.337324977E0,-3.425331116E1,-2.727999985E-1,3.428049275E1
3.468957032E0,-1.400849938E0,-3.424354935E1,-2.300374955E-1,3.427296266E1
3.471461626E0,-1.463137507E0,-3.423255157E1,-1.908500046E-1,3.426433689E1
3.473966241E0,-1.518137455E0,-3.422636414E1,-1.555124968E-1,3.426036963E1
3.476471085E0,-1.570662498E0,-3.421907425E1,-1.139874980E-1,3.425529180E1
3.478976624E0,-1.618374944E0,-3.420683670E1,-6.132499874E-2,3.424515404E1
3.481480308E0,-1.662374973E0,-3.419831085E1,-5.224999972E-3,3.423869132E1
3.483984921E0,-1.705137491E0,-3.419226074E1,4.372499883E-2,3.423477911E1
3.486489614E0,-1.738000035E0,-3.418483734E1,9.624999762E-2,3.422912520E1
3.488994229E0,-1.767424941E0,-3.417755127E1,1.523499936E-1,3.422355932E1
3.491499061E0,-1.791762471E0,-3.416778564E1,2.135374993E-1,3.421539985E1
3.494003679E0,-1.812525034E0,-3.415802383E1,2.721124887E-1,3.420716130E1
3.496508369E0,-1.827237487E0,-3.415060043E1,3.320625126E-1,3.420106098E1
3.499014138E0,-1.837000012E0,-3.414455032E1,3.931125104E-1,3.419619019E1
3.501517583E0,-1.841949940E0,-3.413602448E1,4.553999901E-1,3.418871650E1
3.504022196E0,-1.839475036E0,-3.412626266E1,5.164499879E-1,3.417970439E1
3.506527042E0,-1.832187533E0,-3.412131119E1,5.774999857E-1,3.417534630E1
3.509031660E0,-1.821187496E0,-3.411154938E1,6.386874914E-1,3.416610084E1
3.511536355E0,-1.805237532E0,-3.410549927E1,6.997374892E-1,3.416040977E1
3.514040972E0,-1.784474969E0,-3.410055161E1,7.583125234E-1,3.415562924E1
3.516545588E0,-1.755187511E0,-3.409450150E1,8.157874942E-1,3.414939567E1
3.519051355E0,-1.723425031E0,-3.409078598E1,8.720250130E-1,3.414545812E1
3.521554809E0,-1.689187527E0,-3.408473587E1,9.270250201E-1,3.413915566E1
3.524059422E0,-1.647662520E0,-3.407854843E1,9.795500040E-1,3.413241528E1
3.526564037E0,-1.602424979E0,-3.407249832E1,1.030837536E0,3.412573126E1
3.529068884E0,-1.552374959E0,-3.407002640E1,1.077312469E0,3.412238516E1
3.531573481E0,-1.501087546E0,-3.406273651E1,1.122412443E0,3.411426523E1
3.534078096E0,-1.443612456E0,-3.405778885E1,1.166412473E0,3.410832034E1
3.536582787E0,-1.385037541E0,-3.405297470E1,1.205462456E0,3.410244206E1
3.539088556E0,-1.322749972E0,-3.404926300E1,1.240937471E0,3.409753516E1
3.541592250E0,-1.256749988E0,-3.404073715E1,1.272699952E0,3.408769531E1
3.544096864E0,-1.187037468E0,-3.403826141E1,1.301987529E0,3.408383003E1
3.546601479E0,-1.117462516E0,-3.403578568E1,1.328937531E0,3.408004554E1
3.549106171E0,-1.044175029E0,-3.402973557E1,1.350937486E0,3.407254373E1
3.551610789E0,-9.684125185E-1,-3.402602386E1,1.367987514E0,3.406727921E1
3.554115609E0,-8.938875198E-1,-3.402121353E1,1.382699966E0,3.406103146E1
3.556619995E0,-8.181250095E-1,-3.401502609E1,1.392462492E0,3.405334463E1
3.559125840E0,-7.398874760E-1,-3.401145172E1,1.398512483E0,3.404823224E1
3.561629457E0,-6.605499983E-1,-3.400650024E1,1.400987506E0,3.404175599E1
3.564134041E0,-5.847874880E-1,-3.400045013E1,1.398512483E0,3.403422429E1
3.566638657E0,-5.077875257E-1,-3.399673843E1,1.393700004E0,3.402908274E1
3.569143580E0,-4.307875037E-1,-3.399068832E1,1.383937478E0,3.402157776E1
3.571648197E0,-3.550249934E-1,-3.398078918E1,1.367987514E0,3.401016710E1
3.574152813E0,-2.817375064E-1,-3.397349930E1,1.350937486E0,3.400151559E1
3.576657423E0,-2.096875012E-1,-3.396744919E1,1.328937531E0,3.399408255E1
3.579163267E0,-1.401125044E-1,-3.396126175E1,1.303225040E0,3.398654626E1
3.581666654E0,-7.163749635E-2,-3.395397568E1,1.273937464E0,3.397794156E1
3.584171344E0,-4.399999976E-3,-3.394668579E1,1.242174983E0,3.396940527E1
3.586675959E0,5.788749829E-2,-3.394173813E1,1.206699967E0,3.396323104E1
3.589180556E0,1.176999956E-1,-3.393568802E1,1.166412473E0,3.395593163E1
3.591685171E0,1.727000028E-1,-3.392592621E1,1.126124978E0,3.394505048E1
3.594190017E0,2.264624983E-1,-3.391726303E1,1.080887437E0,3.393523736E1
3.596694635E0,2.740375102E-1,-3.391121292E1,1.033312440E0,3.392805908E1
3.599200257E0,3.180375099E-1,-3.390516281E1,9.843624830E-1,3.392094018E1
3.601703875E0,3.595624864E-1,-3.389649963E1,9.318374991E-1,3.391121192E1
3.604208565E0,4.133250117E-1,-3.388192368E1,8.768374920E-1,3.389578784E1
3.606713180E0,5.416125059E-1,-3.380492401E1,7.902125120E-1,3.381849594E1
3.609218026E0,8.764249682E-1,-3.343230057E1,6.289250255E-1,3.344969938E1
3.611722721E0,1.506862521E0,-3.250871277E1,5.042124987E-1,3.254752327E1
3.614227336E0,2.354687452E0,-3.093750000E1,4.456374943E-1,3.103017970E1
3.616731952E0,3.424849987E0,-2.861636162E1,1.585374922E-1,2.882101462E1
3.619237719E0,4.642962456E0,-2.519673729E1,-4.779500067E-1,2.562539964E1
3.621741399E0,5.819412231E0,-2.038561249E1,-1.284250021E0,2.123883362E1
3.624246012E0,6.630662441E0,-1.460813713E1,-2.106499910E0,1.618025639E1
3.626750705E0,6.920237541E0,-8.896662712E0,-2.663650036E0,1.158168064E1
3.629255245E0,6.739425182E0,-3.997674942E0,-2.779700041E0,8.314324329E0
3.631759936E0,6.251850128E0,-2.261874974E-1,-2.539074898E0,6.751569606E0
3.634264764E0,5.595837593E0,2.373524904E0,-2.022212505E0,6.405963023E0
3.636769381E0,4.970349789E0,3.926312447E0,-1.401537538E0,6.487265519E0
3.639274918E0,4.503674984E0,4.689987659E0,-8.530499935E-1,6.557954475E0
3.641778689E0,4.251912594E0,4.924562454E0,-4.657124877E-1,6.522803400E0
3.644283225E0,4.214099884E0,4.857325077E0,-2.483250052E-1,6.435364018E0
3.646787918E0,4.343625069E0,4.632512569E0,-1.555124968E-1,6.352277984E0
3.649292458E0,4.580675125E0,4.316124916E0,-1.322750002E-1,6.295158105E0
3.651797148E0,4.873825073E0,3.949549913E0,-1.530375034E-1,6.275072577E0
3.654301779E0,5.182924747E0,3.574587584E0,-1.908500046E-1,6.298953013E0
3.656806394E0,5.476075172E0,3.208012581E0,-2.360875010E-1,6.350943341E0
3.659312161E0,5.757124901E0,2.856149912E0,-2.788499892E-1,6.432716126E0
3.661815856E0,6.011224747E0,2.523812532E0,-3.179000020E-1,6.527289871E0
3.664320479E0,6.231087685E0,2.226949930E0,-3.558500111E-1,6.626642359E0
3.666825171E0,6.415612698E0,1.961850047E0,-3.900874853E-1,6.720201644E0
3.669329789E0,6.569612503E0,1.724799991E0,-4.218499959E-1,6.805343552E0
3.671834404E0,6.697899818E0,1.509887457E0,-4.523749948E-1,6.880862246E0
3.674339252E0,6.800475121E0,1.310649991E0,-4.841375053E-1,6.942525073E0
3.676843870E0,6.876237392E0,1.120074987E0,-5.146625042E-1,6.985848993E0
3.679349483E0,6.932475090E0,9.417374730E-1,-5.500000119E-1,7.017733278E0
3.681853177E0,6.972762585E0,7.719249725E-1,-5.854749680E-1,7.039749084E0
3.684358013E0,6.998337269E0,6.191624999E-1,-6.209499836E-1,7.053060727E0
3.686862630E0,7.019100189E0,4.798749983E-1,-6.527125239E-1,7.065697497E0
3.689367245E0,7.033812523E0,3.577750027E-1,-6.819999814E-1,7.075849457E0
3.691871936E0,7.044812679E0,2.514874935E-1,-7.112874985E-1,7.085094322E0
3.694376553E0,7.054574966E0,1.586750001E-1,-7.394750118E-1,7.095000282E0
3.696881183E0,7.065575123E0,7.919999957E-2,-7.675250173E-1,7.107581805E0
3.699386950E0,7.079050064E0,1.319999993E-2,-7.955750227E-1,7.123627143E0
3.701890644E0,7.094862461E0,-3.561250120E-2,-8.212875128E-1,7.142328386E0
3.704395257E0,7.114387512E0,-7.108750194E-2,-8.470000029E-1,7.164982352E0
3.706899873E0,7.140100002E0,-9.432499856E-2,-8.713374734E-1,7.193688500E0
3.709404565E0,7.173099995E0,-1.064250022E-1,-8.970500231E-1,7.229757158E0
3.711909183E0,7.209674835E0,-1.076624990E-1,-9.215250015E-1,7.269127236E0
3.714413721E0,7.258625031E0,-9.556250274E-2,-9.446250200E-1,7.320456677E0
3.716918411E0,7.317200184E0,-7.356250286E-2,-9.678624868E-1,7.381299870E0
3.719424262E0,7.384437561E0,-4.784999788E-2,-9.911000133E-1,7.450804450E0
3.721927880E0,7.456487656E0,-1.979999989E-2,-1.013100028E0,7.525023048E0
3.724432493E0,7.534725189E0,9.624999948E-3,-1.036337495E0,7.605667079E0
3.726937109E0,7.621487617E0,3.396249935E-2,-1.057099938E0,7.694523197E0
3.729441738E0,7.709350109E0,5.843750015E-2,-1.077862501E0,7.784554041E0
3.731946353E0,7.805874825E0,8.043749630E-2,-1.098624945E0,7.883218171E0
3.734451046E0,7.906112671E0,9.748750180E-2,-1.120625019E0,7.985732390E0
3.736955892E0,8.008687019E0,1.121999994E-1,-1.142624974E0,8.090565397E0
3.739461445E0,8.111399651E0,1.219625026E-1,-1.163387537E0,8.195312667E0
3.741965140E0,8.218924522E0,1.304875016E-1,-1.185387492E0,8.304991921E0
3.744469830E0,8.328787804E0,1.402499974E-1,-1.208624959E0,8.417193750E0
3.746974445E0,8.441262245E0,1.489125043E-1,-1.234200001E0,8.532311109E0
3.749479061E0,8.556075096E0,1.586750001E-1,-1.257437468E0,8.649436270E0
3.751983907E0,8.673362732E0,1.707749963E-1,-1.284250021E0,8.769588548E0
3.754488524E0,8.797937393E0,1.732500046E-1,-1.309962511E0,8.896612823E0
3.756993215E0,8.920174599E0,1.854874939E-1,-1.338012457E0,9.021873299E0
3.759498767E0,9.041037560E0,2.197249979E-1,-1.367437482E0,9.146503403E0
3.762002461E0,9.157087326E0,2.685374916E-1,-1.399199963E0,9.267260718E0
3.764507075E0,9.250037193E0,3.150124848E-1,-1.430962443E0,9.365365687E0
3.767011921E0,9.290325165E0,3.222999871E-1,-1.457774997E0,9.409523202E0
3.769516538E0,9.276849747E0,2.942500114E-1,-1.474962473E0,9.397980559E0
3.772021159E0,9.262274742E0,2.673000097E-1,-1.482249975E0,9.383935618E0
3.774525774E0,9.212087631E0,1.989624947E-1,-1.481012464E0,9.332499264E0
3.777030464E0,9.099749565E0,8.043749630E-2,-1.470012546E0,9.218071882E0
3.779536234E0,8.920174599E0,-6.489999592E-2,-1.451725006E0,9.037767002E0
3.782039697E0,8.666074753E0,-2.384250015E-1,-1.421200037E0,8.785073002E0
3.784544311E0,8.339787483E0,-4.241875112E-1,-1.375962496E0,8.463170984E0
3.787048926E0,7.956162453E0,-6.171000004E-1,-1.313675046E0,8.087464096E0
3.789553772E0,7.521249771E0,-8.138625026E-1,-1.240387440E0,7.666167967E0
3.792058467E0,7.043574810E0,-9.836750031E-1,-1.162150025E0,7.206258065E0
3.794563082E0,6.520662308E0,-1.113199949E0,-1.077862501E0,6.702241314E0
3.797067697E0,5.970937252E0,-1.207249999E0,-9.873874784E-1,6.171262291E0
3.799573465E0,5.416262627E0,-1.257300019E0,-8.945749998E-1,5.631782010E0
3.802077159E0,4.856774807E0,-1.284250021E0,-8.005250096E-1,5.087081672E0
3.804581536E0,4.292337418E0,-1.290300012E0,-6.917625070E-1,4.535148288E0
3.807086460E0,3.724187374E0,-1.279299974E0,-5.524749756E-1,3.976356199E0
3.809591000E0,3.168274879E0,-1.259775043E0,-3.900874853E-1,3.431787743E0
3.812095921E0,2.639312506E0,-1.213299990E0,-2.201374918E-1,2.913164582E0
3.814600337E0,2.153112411E0,-1.122962475E0,-5.775000155E-2,2.429047723E0
3.817105181E0,1.720537543E0,-9.776250124E-1,8.882500231E-2,1.980881113E0
3.819610796E0,1.334574938E0,-7.918624878E-1,2.183499932E-1,1.567103437E0
3.822114491E0,9.972875118E-1,-5.707625151E-1,3.271124959E-1,1.194719555E0
3.824619104E0,7.089499831E-1,-3.239499927E-1,4.138749838E-1,8.825226221E-1
3.827123714E0,4.745124876E-1,-6.737499684E-2,4.713499844E-1,6.722144739E-1
3.829628330E0,2.875125110E-1,1.977249980E-1,4.993999898E-1,6.092281746E-1
3.832133176E0,1.396999955E-1,4.420624971E-1,4.956874847E-1,6.787056966E-1
3.834637793E0,1.746249944E-2,6.521624923E-1,4.651624858E-1,8.012471488E-1
3.837142409E0,-8.263749629E-2,8.207374811E-1,4.076874852E-1,9.201348022E-1
3.839648027E0,-1.656875014E-1,9.380249977E-1,3.320625126E-1,1.008765957E0
3.842151644E0,-2.389750034E-1,9.930250049E-1,2.452999949E-1,1.050418869E0
3.844656335E0,-3.014000058E-1,9.905499816E-1,1.535875052E-1,1.046718850E0
3.847161181E0,-3.587374985E-1,9.367874861E-1,6.696250290E-2,1.005359321E0
3.849665798E0,-4.100250006E-1,8.549749851E-1,-5.224999972E-3,9.482246711E-1
3.852170428E0,-4.540250003E-1,7.584499717E-1,-6.022499874E-2,8.860090919E-1
3.854675043E0,-4.932124913E-1,6.631624699E-1,-1.005124971E-1,8.325537731E-1
3.857179659E0,-5.212625265E-1,5.715875030E-1,-1.273249984E-1,7.839888713E-1
3.859685272E0,-5.432624817E-1,4.860624969E-1,-1.432749927E-1,7.429122414E-1
3.862188961E0,-5.567374825E-1,4.078249931E-1,-1.518000066E-1,7.066265573E-1
3.864693575E0,-5.627874732E-1,3.430624902E-1,-1.530375034E-1,6.766402956E-1
3.867198421E0,-5.652624965E-1,2.892999947E-1,-1.493249983E-1,6.523144426E-1
3.869703038E0,-5.590749979E-1,2.465374917E-1,-1.420374960E-1,6.273119147E-1
3.872207654E0,-5.505499840E-1,2.099625021E-1,-1.322750002E-1,6.038925507E-1
3.874712378E0,-5.395500064E-1,1.842499971E-1,-1.225124970E-1,5.831565680E-1
3.877216995E0,-5.237374902E-1,1.659625024E-1,-1.102750003E-1,5.603615677E-1
3.879722762E0,-5.065500140E-1,1.524875015E-1,-9.803749621E-2,5.380118079E-1
3.882226457E0,-4.870249927E-1,1.427250057E-1,-8.703749627E-2,5.149167860E-1
3.884731080E0,-4.662624896E-1,1.342000067E-1,-7.479999959E-2,4.909229990E-1
3.887235696E0,-4.430249929E-1,1.304875016E-1,-6.256250292E-2,4.660602957E-1
3.889740388E0,-4.186874926E-1,1.280124933E-1,-5.156249925E-2,4.408458985E-1
3.892245234E0,-3.929750025E-1,1.269125044E-1,-4.056249931E-2,4.149475301E-1
3.894749530E0,-3.649249971E-1,1.256749928E-1,-3.079999983E-2,3.871861275E-1
3.897254451E0,-3.367374837E-1,1.269125044E-1,-2.103750035E-2,3.604739840E-1
3.899759989E0,-3.062124848E-1,1.269125044E-1,-1.251249947E-2,3.317068469E-1
3.902263684E0,-2.732124925E-1,1.256749928E-1,-6.462499965E-3,3.008006545E-1
3.904768384E0,-2.414499968E-1,1.244374961E-1,2.199999988E-3,2.716387885E-1
3.907272922E0,-2.072124928E-1,1.207249984E-1,7.012499962E-3,2.399181477E-1
3.909777538E0,-1.754499972E-1,1.159124970E-1,1.319999993E-2,2.106956300E-1
3.912282230E0,-1.376374960E-1,1.072499976E-1,1.677500084E-2,1.752941611E-1
3.914787076E0,-1.046374962E-1,9.515000135E-2,1.801249944E-2,1.425727130E-1
3.917291694E0,-7.039999962E-2,8.043749630E-2,1.924999990E-2,1.086135961E-1
3.919797307E0,-3.739999980E-2,6.338749826E-2,1.801249944E-2,7.577060813E-2
3.922300924E0,-6.874999963E-3,4.015000165E-2,1.677500084E-2,4.405325084E-2
3.924805538E0,2.364999987E-2,1.443750039E-2,1.319999993E-2,3.069208220E-2
3.927310461E0,5.169999972E-2,-1.113750041E-2,4.537499975E-3,5.308034281E-2
3.929815078E0,7.741250098E-2,-3.313750029E-2,-2.749999985E-3,8.425171650E-2
3.932319694E0,9.941250086E-2,-4.784999788E-2,-8.799999952E-3,1.106793008E-1
3.934824384E0,1.152250022E-1,-5.389999971E-2,-1.251249947E-2,1.278224305E-1
3.937329028E0,1.249874979E-1,-5.513750017E-2,-1.127499994E-2,1.370734992E-1
3.939834565E0,1.287000030E-1,-5.389999971E-2,-8.799999952E-3,1.398082285E-1
3.942338259E0,1.262249947E-1,-4.784999788E-2,-5.224999972E-3,1.350913476E-1
3.944842873E0,1.214125007E-1,-3.932499886E-2,-1.512499992E-3,1.276312600E-1
3.947347484E0,1.104125008E-1,-2.956249937E-2,4.537499975E-3,1.143916545E-1
3.949852330E0,9.817499667E-2,-2.213750035E-2,8.249999955E-3,1.009775291E-1
3.952356948E0,8.346249908E-2,-1.484999992E-2,1.072499994E-2,8.544903086E-2
3.954861638E0,6.641250104E-2,-6.324999966E-3,1.072499994E-2,6.756960517E-2
3.957366178E0,5.169999972E-2,3.437499981E-3,1.072499994E-2,5.291249381E-2
3.959872084E0,3.588749841E-2,9.624999948E-3,7.012499962E-3,3.781174846E-2
3.962375471E0,2.241249941E-2,1.567500085E-2,4.537499975E-3,2.772390102E-2
3.964880315E0,1.017499994E-2,2.296249941E-2,9.624999948E-4,2.513430742E-2
3.967384931E0,4.124999978E-4,2.667500079E-2,-2.749999985E-4,2.667960735E-2
3.969889546E0,-8.112499490E-3,2.914999984E-2,-1.512499992E-3,3.029559036E-2
3.972394161E0,-1.306249946E-2,2.791249938E-2,-1.512499992E-3,3.085488892E-2
3.974898854E0,-1.539999992E-2,2.419999987E-2,-1.512499992E-3,2.872433894E-2
3.977403471E0,-1.429999992E-2,1.691249944E-2,-2.749999985E-4,2.214945282E-2
3.979909257E0,-1.306249946E-2,1.072499994E-2,-2.749999985E-4,1.690355409E-2
3.982413029E0,-6.874999963E-3,-1.374999993E-4,-2.749999985E-4,6.881871529E-3
3.984917565E0,-8.249999955E-4,-6.324999966E-3,-1.512499992E-3,6.555448557E-3
3.987422180E0,6.599999964E-3,-1.113750041E-2,-1.512499992E-3,1.303424609E-2
3.989926859E0,1.017499994E-2,-1.113750041E-2,-2.749999985E-3,1.533417879E-2
3.992431705E0,1.388750039E-2,-1.237499993E-2,-1.512499992E-3,1.866255467E-2
3.994936322E0,1.636249945E-2,-1.003750041E-2,-1.512499992E-3,1.925540077E-2
3.997440938E0,1.636249945E-2,-8.799999952E-3,-2.749999985E-4,1.858082378E-2
3.999946474E0,1.512499992E-2,-3.849999979E-3,-2.749999985E-4,1.560973246E-2
4.002450168E0,1.512499992E-2,-1.374999993E-3,-2.749999985E-4,1.518986085E-2
4.004954782E0,1.388750039E-2,3.437499981E-3,-2.749999985E-4,1.430925219E-2
4.007459474E0,1.141249947E-2,4.674999975E-3,-2.749999985E-4,1.233597965E-2
4.009964089E0,7.699999958E-3,9.624999948E-3,-2.749999985E-4,1.232908141E-2
4.012468936E0,4.124999978E-3,9.624999948E-3,9.624999948E-4,1.051582879E-2
4.014973553E0,4.124999978E-3,9.624999948E-3,-2.749999985E-4,1.047529827E-2
4.017478243E0,1.649999991E-3,8.387500420E-3,-2.749999985E-4,8.552677257E-3
4.019983782E0,1.649999991E-3,7.149999961E-3,-2.749999985E-4,7.343066418E-3
4.022487476E0,2.887499984E-3,3.437499981E-3,-2.749999985E-4,4.497742465E-3
4.024992062E0,2.887499984E-3,9.624999948E-4,-2.749999985E-4,3.056090214E-3
4.027496908E0,2.887499984E-3,-1.374999993E-3,-2.749999985E-4,3.209969803E-3
4.030001525E0,4.124999978E-3,-3.849999979E-3,-2.749999985E-4,5.649225580E-3
4.032506215E0,4.124999978E-3,-6.324999966E-3,-2.749999985E-4,7.556247374E-3
4.035010852E0,6.599999964E-3,-8.799999952E-3,-2.749999985E-4,1.100343690E-2
4.037515467E0,6.599999964E-3,-6.324999966E-3,-1.512499992E-3,9.265704524E-3
4.040021234E0,6.599999964E-3,-5.087499972E-3,-1.512499992E-3,8.469374931E-3
4.042524698E0,6.599999964E-3,-3.849999979E-3,-1.512499992E-3,7.789104929E-3
4.045029508E0,5.362499971E-3,-2.612499986E-3,-1.512499992E-3,6.153797067E-3
4.047534124E0,5.362499971E-3,-1.374999993E-4,-2.749999985E-4,5.371306842E-3
4.050038816E0,5.362499971E-3,2.199999988E-3,-2.749999985E-4,5.802760626E-3
4.052543433E0,6.599999964E-3,3.437499981E-3,-1.512499992E-3,7.593685658E-3
4.055048277E0,5.362499971E-3,7.149999961E-3,-1.512499992E-3,9.064577299E-3
4.057552900E0,5.362499971E-3,8.387500420E-3,-1.512499992E-3,1.006946997E-2
4.060058436E0,5.362499971E-3,8.387500420E-3,-2.749999985E-4,9.959025767E-3
4.062562131E0,5.362499971E-3,8.387500420E-3,-2.749999985E-4,9.959025767E-3
4.065066744E0,4.124999978E-3,8.387500420E-3,-2.749999985E-4,9.351011342E-3
4.067571470E0,2.887499984E-3,8.387500420E-3,-2.749999985E-4,8.874877152E-3
4.070076316E0,2.887499984E-3,7.149999961E-3,-2.749999985E-4,7.715943274E-3
4.072580626E0,4.124999978E-4,3.437499981E-3,-2.749999985E-4,3.473065990E-3
4.075085316E0,4.124999978E-4,3.437499981E-3,9.624999948E-4,3.593461926E-3
4.077590163E0,-2.062499989E-3,-1.374999993E-3,-1.512499992E-3,2.903822896E-3
4.080095778E0,-3.299999982E-3,-3.849999979E-3,-2.749999985E-4,5.078200933E-3
4.082599395E0,-3.299999982E-3,-6.324999966E-3,-1.512499992E-3,7.292686794E-3
4.085104009E0,-2.062499989E-3,-7.562499959E-3,-2.749999985E-4,7.843528341E-3
4.087608628E0,-2.062499989E-3,-1.003750041E-2,-2.749999985E-4,1.025089975E-2
4.090113320E0,-2.062499989E-3,-8.799999952E-3,-1.512499992E-3,9.164145437E-3
4.092617938E0,-8.249999955E-4,-8.799999952E-3,-1.512499992E-3,8.967066431E-3
4.095122782E0,4.124999978E-4,-7.562499959E-3,-1.512499992E-3,7.723290627E-3
4.097627399E0,4.124999978E-4,-5.087499972E-3,-2.749999985E-4,5.111598304E-3
4.100133023E0,1.649999991E-3,-3.849999979E-3,-2.749999985E-4,4.197692796E-3
4.102636640E0,1.649999991E-3,-1.374999993E-4,-2.749999985E-4,1.678401388E-3
4.105141330E0,4.124999978E-4,4.674999975E-3,-2.749999985E-4,4.701213249E-3
4.107645946E0,2.887499984E-3,8.387500420E-3,-2.749999985E-4,8.874877152E-3
4.110150753E0,4.124999978E-4,1.196249947E-2,-2.749999985E-4,1.197276805E-2
4.112655447E0,4.124999978E-4,1.319999993E-2,-2.749999985E-4,1.320930654E-2
4.115160063E0,4.124999978E-4,1.443750039E-2,-1.512499992E-3,1.452236998E-2
4.117664678E0,-8.249999955E-4,1.319999993E-2,-1.512499992E-3,1.331196001E-2
4.120170441E0,4.124999978E-4,1.319999993E-2,-1.512499992E-3,1.329277287E-2
4.122674136E0,-2.062499989E-3,1.072499994E-2,-2.749999985E-4,1.092497849E-2
4.125178749E0,-3.299999982E-3,8.387500420E-3,-2.749999985E-4,9.017526722E-3
4.127683364E0,-2.062499989E-3,5.912499968E-3,-2.749999985E-4,6.267949192E-3
4.130187980E0,-4.399999976E-3,3.437499981E-3,-2.749999985E-4,5.590351591E-3
4.132692604E0,-4.399999976E-3,2.199999988E-3,-2.749999985E-4,4.927030012E-3
4.135197297E0,-3.299999982E-3,-1.374999993E-4,-2.749999985E-4,3.314291950E-3
4.137701914E0,-4.399999976E-3,9.624999948E-4,-2.749999985E-4,4.512430723E-3
4.140207758E0,-4.399999976E-3,2.199999988E-3,-2.749999985E-4,4.927030012E-3
4.142711400E0,-8.112499490E-3,3.437499981E-3,-2.749999985E-4,8.815025757E-3
4.145216090E0,-8.112499490E-3,5.912499968E-3,-2.749999985E-4,1.004220737E-2
4.147720628E0,5.362499971E-3,-1.237499993E-2,9.624999948E-4,1.352122167E-2
4.150225244E0,7.699999958E-3,-7.562499959E-3,4.537499975E-3,1.170770306E-2
4.152729859E0,1.017499994E-2,-8.799999952E-3,7.012499962E-3,1.517055631E-2
4.155234551E0,1.017499994E-2,-3.849999979E-3,5.774999969E-3,1.231680756E-2
4.157739398E0,1.017499994E-2,9.624999948E-4,5.774999969E-3,1.173915051E-2
4.160245013E0,1.141249947E-2,4.674999975E-3,5.774999969E-3,1.361805396E-2
4.162748645E0,8.937500417E-3,1.196249947E-2,4.537499975E-3,1.560670411E-2
4.165253259E0,8.937500417E-3,2.062499896E-2,5.774999969E-3,2.320819080E-2
4.167757951E0,1.017499994E-2,2.667500079E-2,8.249999955E-3,2.971781940E-2
4.170262797E0,1.264999993E-2,3.162499890E-2,1.319999993E-2,3.652948195E-2
4.172767415E0,1.869999990E-2,2.914999984E-2,1.553750038E-2,3.795821920E-2
4.175272029E0,2.846249938E-2,2.543750033E-2,1.677500084E-2,4.169629416E-2
4.177776719E0,3.946249932E-2,2.419999987E-2,1.801249944E-2,4.967271869E-2
4.180282489E0,5.293750018E-2,2.791249938E-2,1.801249944E-2,6.249749341E-2
4.182785952E0,6.764999777E-2,3.396249935E-2,1.677500084E-2,7.753305240E-2
4.185290580E0,8.222500235E-2,3.767500073E-2,1.801249944E-2,9.222150957E-2
4.187795196E0,9.693749994E-2,3.767500073E-2,1.924999990E-2,1.057678924E-1
4.190299811E0,1.128875017E-1,3.272499889E-2,2.172499895E-2,1.195261025E-1
