"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.528404846E0,-1.562137485E0,1.151837468E0,-7.944750190E-1,2.097187075E0
4.530909463E0,-1.519374967E0,1.008975029E0,-5.928999782E-1,1.917827230E0
4.533415076E0,-1.461899996E0,8.599249721E-1,-4.218499959E-1,1.747735671E0
4.535918694E0,-1.389850020E0,7.084000111E-1,-2.850374877E-1,1.585799491E0
4.538423312E0,-1.303087473E0,5.543999672E-1,-1.762750000E-1,1.427049110E0
4.540927928E0,-1.205462456E0,3.980624974E-1,-9.075000137E-2,1.272725048E0
4.543432543E0,-1.099174976E0,2.452999949E-1,-2.474999987E-2,1.126485809E0
4.545937235E0,-9.866999984E-1,1.024374962E-1,2.172499895E-2,9.922410509E-1
4.548442082E0,-8.681749701E-1,-3.079999983E-2,5.348749831E-2,8.703662053E-1
4.550946699E0,-7.448375225E-1,-1.491875052E-1,7.782500237E-2,7.636076071E-1
4.553452312E0,-6.213625073E-1,-2.444749922E-1,9.129999578E-2,6.739399651E-1
4.555955930E0,-4.980250001E-1,-3.179000020E-1,1.010624990E-1,5.994188358E-1
4.558460620E0,-3.770250082E-1,-3.704249859E-1,1.060125008E-1,5.390743709E-1
4.560965158E0,-2.609750032E-1,-3.911874890E-1,1.108250022E-1,4.831332994E-1
4.563469774E0,-1.546874940E-1,-3.849999905E-1,1.095874980E-1,4.291417402E-1
4.565974466E0,-6.063750014E-2,-3.507624865E-1,1.108250022E-1,3.728181989E-1
4.568479007E0,2.117500082E-2,-3.007124960E-1,1.108250022E-1,3.211830740E-1
4.570983697E0,8.964999765E-2,-2.299000025E-1,1.095874980E-1,2.700010240E-1
4.573489466E0,1.457500011E-1,-1.504250020E-1,1.120624989E-1,2.375473589E-1
4.575993161E0,1.874125004E-1,-6.613750011E-2,1.120624989E-1,2.281570027E-1
4.578497543E0,2.202749997E-1,1.814999990E-2,1.145374998E-1,2.489364113E-1
4.581002374E0,2.447499931E-1,9.638749808E-2,1.170125008E-1,2.878976107E-1
4.583506992E0,2.642749846E-1,1.696749926E-1,1.193500012E-1,3.359691852E-1
4.586011607E0,2.740375102E-1,2.380124927E-1,1.205874979E-1,3.824759447E-1
4.588516222E0,2.789874971E-1,2.942500114E-1,1.205874979E-1,4.230347946E-1
4.591020843E0,2.789874971E-1,3.430624902E-1,1.205874979E-1,4.583309289E-1
4.593526456E0,2.752749920E-1,3.810124993E-1,1.205874979E-1,4.852712546E-1
4.596030151E0,2.679874897E-1,4.115374982E-1,1.218250021E-1,5.059859072E-1
4.598534764E0,2.569875121E-1,4.335374832E-1,1.193500012E-1,5.179206054E-1
4.601039610E0,2.447499931E-1,4.445374906E-1,1.182499975E-1,5.210558526E-1
4.603544228E0,2.289374918E-1,4.493499994E-1,1.182499975E-1,5.179873155E-1
4.606048843E0,2.117500007E-1,4.457750022E-1,1.157749966E-1,5.069095237E-1
4.608553458E0,1.947000027E-1,4.335374832E-1,1.145374998E-1,4.888575245E-1
4.611058149E0,1.751749963E-1,4.152500033E-1,1.108250022E-1,4.641131604E-1
4.613563947E0,1.556500047E-1,3.895374835E-1,1.084875017E-1,4.332850252E-1
4.616067641E0,1.347499937E-1,3.602499962E-1,1.047749966E-1,3.986419703E-1
4.618572255E0,1.164624989E-1,3.272500038E-1,9.858749807E-2,3.610755785E-1
4.621076641E0,9.569999576E-2,2.917749882E-1,9.253749996E-2,3.207090922E-1
4.623581485E0,7.617499679E-2,2.551999986E-1,8.524999768E-2,2.796376790E-1
4.626086103E0,5.664999783E-2,2.160124928E-1,7.658749819E-2,2.360852900E-1
4.628590718E0,3.946249932E-2,1.744875014E-1,6.572499871E-2,1.905858139E-1
4.631095408E0,2.364999987E-2,1.292500049E-1,5.224999785E-2,1.414034955E-1
4.633601178E0,1.141249947E-2,8.415000141E-2,3.877500072E-2,9.335399596E-2
4.636104641E0,-8.249999955E-4,3.767500073E-2,1.924999990E-2,4.231605843E-2
4.638609269E0,-6.874999963E-3,-1.003750041E-2,2.062499989E-3,1.233981139E-2
4.641113884E0,-1.429999992E-2,-6.132499874E-2,-1.498750038E-2,6.472921006E-2
4.643618730E0,-1.429999992E-2,-1.101374999E-1,-2.722499892E-2,1.143501615E-1
4.646123348E0,-1.182499994E-2,-1.480875015E-1,-3.327500075E-2,1.522398253E-1
4.648627949E0,-5.637499969E-3,-1.761374921E-1,-3.698749840E-2,1.800674111E-1
4.651132564E0,4.124999978E-4,-1.931875050E-1,-3.698749840E-2,1.966968665E-1
4.653638408E0,5.362499971E-3,-1.968999952E-1,-3.451250121E-2,1.999736914E-1
4.656141872E0,1.264999993E-2,-1.981374919E-1,-3.203750029E-2,2.011091486E-1
4.658646485E0,1.636249945E-2,-1.871374995E-1,-2.846249938E-2,1.899954972E-1
4.661151101E0,2.241249941E-2,-1.736624986E-1,-2.351249941E-2,1.766743365E-1
4.663655716E0,2.241249941E-2,-1.553750038E-1,-2.103750035E-2,1.583865157E-1
4.666160332E0,2.117500082E-2,-1.346125007E-1,-1.746249944E-2,1.373821127E-1
4.668665178E0,2.117500082E-2,-1.113749966E-1,-1.498750038E-2,1.143564414E-1
4.671169785E0,2.241249941E-2,-8.689999580E-2,-1.127499994E-2,9.044918476E-2
4.673675629E0,2.117500082E-2,-6.366249919E-2,-6.462499965E-3,6.740221338E-2
4.676179093E0,1.746249944E-2,-3.932499886E-2,-2.749999985E-3,4.311562271E-2
4.678683629E0,1.746249944E-2,-1.361249946E-2,-1.512499992E-3,2.219294222E-2
4.681188240E0,1.388750039E-2,1.196249947E-2,2.062499989E-3,1.844499842E-2
4.683692932E0,1.264999993E-2,3.272499889E-2,2.062499989E-3,3.514544006E-2
4.686197549E0,1.388750039E-2,4.743750021E-2,2.062499989E-3,4.947153726E-2
4.688702165E0,1.264999993E-2,5.472499877E-2,2.062499989E-3,5.620588844E-2
4.691207009E0,1.264999993E-2,5.596249923E-2,9.624999948E-4,5.738249058E-2
4.693712538E0,1.141249947E-2,5.362499878E-2,9.624999948E-4,5.483440566E-2
4.696216233E0,1.141249947E-2,4.496249929E-2,9.624999948E-4,4.639825312E-2
4.698720846E0,1.264999993E-2,3.272499889E-2,-1.512499992E-3,3.511745587E-2
4.701225538E0,1.512499992E-2,2.296249941E-2,-2.749999985E-4,2.749759311E-2
4.703730079E0,1.512499992E-2,1.196249947E-2,-1.512499992E-3,1.934307815E-2
4.706234754E0,1.636249945E-2,2.199999988E-3,-1.512499992E-3,1.657887343E-2
4.708739372E0,1.746249944E-2,-6.324999966E-3,-2.749999985E-3,1.877517007E-2
4.711244216E0,1.636249945E-2,-1.361249946E-2,-2.749999985E-3,2.146145451E-2
4.713749831E0,1.512499992E-2,-1.484999992E-2,-1.512499992E-3,2.125031238E-2
4.716253449E0,1.636249945E-2,-1.484999992E-2,-1.512499992E-3,2.214817243E-2
4.718758062E0,1.512499992E-2,-1.361249946E-2,-2.749999985E-4,2.035046410E-2
4.721262677E0,1.512499992E-2,-1.237499993E-2,-1.512499992E-3,1.960086483E-2
4.723767293E0,1.512499992E-2,-9.899999946E-3,-1.512499992E-3,1.814010137E-2
4.726271980E0,1.512499992E-2,-6.324999966E-3,-1.512499992E-3,1.646386660E-2
4.728776597E0,1.636249945E-2,-5.087499972E-3,-2.749999985E-4,1.713737638E-2
4.731281442E0,1.636249945E-2,-1.374999993E-4,-2.749999985E-4,1.636538785E-2
4.733787057E0,1.512499992E-2,-1.374999993E-3,-2.749999985E-4,1.518986085E-2
4.736290674E0,1.512499992E-2,-1.374999993E-3,-2.749999985E-4,1.518986085E-2
4.738795365E0,1.388750039E-2,-1.374999993E-3,-1.512499992E-3,1.403712749E-2
4.741299980E0,1.141249947E-2,-1.374999993E-4,-2.749999985E-4,1.141664029E-2
4.743804595E0,1.141249947E-2,-1.374999993E-4,-1.512499992E-3,1.151311021E-2
4.746309131E0,1.264999993E-2,-1.374999993E-3,-2.749999985E-4,1.272748004E-2
4.748813821E0,1.264999993E-2,-2.612499986E-3,-1.512499992E-3,1.300520322E-2
4.751318439E0,1.141249947E-2,-3.849999979E-3,-1.512499992E-3,1.213899915E-2
4.753824283E0,1.264999993E-2,-3.849999979E-3,-1.512499992E-3,1.330911922E-2
4.756327684E0,1.264999993E-2,-2.612499986E-3,-2.749999985E-3,1.320644367E-2
4.758832529E0,1.017499994E-2,-3.849999979E-3,-1.512499992E-3,1.098365968E-2
4.761336915E0,1.141249947E-2,-2.612499986E-3,9.624999948E-4,1.174719995E-2
4.763841759E0,1.017499994E-2,-1.374999993E-4,9.624999948E-4,1.022134709E-2
4.766346454E0,1.141249947E-2,2.199999988E-3,2.062499989E-3,1.180419630E-2
4.768851069E0,1.264999993E-2,2.199999988E-3,9.624999948E-4,1.287590402E-2
4.771355608E0,1.141249947E-2,9.624999948E-4,2.062499989E-3,1.163724438E-2
4.773861452E0,1.141249947E-2,9.624999948E-4,-2.749999985E-4,1.145631596E-2
4.776364915E0,1.264999993E-2,-1.374999993E-4,-2.749999985E-4,1.265373579E-2
4.778869524E0,1.264999993E-2,-1.374999993E-3,9.624999948E-4,1.276085928E-2
4.781374370E0,1.264999993E-2,-1.374999993E-3,9.624999948E-4,1.276085928E-2
4.783878987E0,1.388750039E-2,-1.374999993E-3,2.062499989E-3,1.410699111E-2
4.786383603E0,1.388750039E-2,-5.087499972E-3,9.624999948E-4,1.482132684E-2
4.788888218E0,1.264999993E-2,-3.849999979E-3,9.624999948E-4,1.325788084E-2
4.791392908E0,1.388750039E-2,-5.087499972E-3,9.624999948E-4,1.482132684E-2
4.793898678E0,1.512499992E-2,-3.849999979E-3,-2.749999985E-4,1.560973246E-2
4.796402372E0,1.636249945E-2,-2.612499986E-3,9.624999948E-4,1.659767907E-2
4.798906754E0,1.636249945E-2,-1.374999993E-3,2.062499989E-3,1.654919694E-2
4.801411370E0,1.869999990E-2,2.199999988E-3,2.062499989E-3,1.894159186E-2
4.803916216E0,1.746249944E-2,3.437499981E-3,9.624999948E-4,1.782362755E-2
4.806420603E0,1.869999990E-2,5.912499968E-3,2.062499989E-3,1.972058717E-2
4.808925447E0,2.117500082E-2,4.674999975E-3,9.624999948E-4,2.170628228E-2
4.811430064E0,2.117500082E-2,4.674999975E-3,9.624999948E-4,2.170628228E-2
4.813935678E0,1.993750036E-2,4.674999975E-3,9.624999948E-4,2.050087685E-2
4.816439372E0,2.117500082E-2,5.912499968E-3,9.624999948E-4,2.200601558E-2
4.818943985E0,2.241249941E-2,7.149999961E-3,-2.749999985E-4,2.352696866E-2
4.821448840E0,2.364999987E-2,5.912499968E-3,-2.749999985E-4,2.437941293E-2
4.823953227E0,2.488750033E-2,2.199999988E-3,9.624999948E-4,2.500308139E-2
4.826458071E0,2.736249939E-2,2.199999988E-3,-1.512499992E-3,2.749243585E-2
4.828962689E0,2.736249939E-2,2.199999988E-3,-1.512499992E-3,2.749243585E-2
4.831467394E0,2.612499893E-2,-1.374999993E-4,-1.512499992E-3,2.616910643E-2
4.833972932E0,2.846249938E-2,9.624999948E-4,-2.749999985E-3,2.861123516E-2
4.836476627E0,2.488750033E-2,9.624999948E-4,-2.749999985E-3,2.505746553E-2
4.838981163E0,2.736249939E-2,2.199999988E-3,-1.512499992E-3,2.749243585E-2
4.841486086E0,2.736249939E-2,4.674999975E-3,-2.749999985E-3,2.789488300E-2
4.843990704E0,2.488750033E-2,5.912499968E-3,-2.749999985E-3,2.572756942E-2
4.846495319E0,2.488750033E-2,8.387500420E-3,-3.987499978E-3,2.656384746E-2
4.848999934E0,2.364999987E-2,9.624999948E-3,-3.987499978E-3,2.584305079E-2
4.851504643E0,2.488750033E-2,1.086249948E-2,-2.749999985E-3,2.729366350E-2
4.854010181E0,2.488750033E-2,1.196249947E-2,-2.749999985E-3,2.774980299E-2
4.856513875E0,2.241249941E-2,1.196249947E-2,-2.749999985E-3,2.555355207E-2
4.859018412E0,1.993750036E-2,1.319999993E-2,-2.749999985E-3,2.406878515E-2
4.861523119E0,1.993750036E-2,1.443750039E-2,-2.749999985E-3,2.476909037E-2
4.864027965E0,1.746249944E-2,1.443750039E-2,-1.512499992E-3,2.270832359E-2
4.866532583E0,1.636249945E-2,1.319999993E-2,-1.512499992E-3,2.107745341E-2
4.869036967E0,1.746249944E-2,1.086249948E-2,-2.749999985E-4,2.056716817E-2
4.871541826E0,1.746249944E-2,8.387500420E-3,9.624999948E-4,1.939627429E-2
4.874047364E0,1.512499992E-2,3.437499981E-3,3.299999982E-3,1.585786961E-2
4.876551135E0,1.636249945E-2,-5.087499972E-3,4.537499975E-3,1.772577079E-2
4.879055749E0,1.993750036E-2,-9.899999946E-3,4.537499975E-3,2.271789659E-2
4.881560364E0,2.364999987E-2,-1.361249946E-2,9.624999948E-4,2.730474394E-2
4.884064979E0,2.736249939E-2,-1.484999992E-2,-1.512499992E-3,3.116915986E-2
4.886569595E0,2.736249939E-2,-1.732499897E-2,-2.749999985E-3,3.250268392E-2
4.889074441E0,2.364999987E-2,-1.237499993E-2,-1.512499992E-3,2.673482324E-2
4.891578828E0,1.993750036E-2,-9.899999946E-3,9.624999948E-4,2.228094086E-2
4.894084677E0,1.636249945E-2,-7.562499959E-3,9.624999948E-4,1.805129358E-2
4.896588294E0,1.388750039E-2,-7.562499959E-3,3.299999982E-3,1.615376342E-2
4.899092985E0,1.141249947E-2,-6.324999966E-3,5.774999969E-3,1.426889601E-2
4.901597523E0,1.141249947E-2,-7.562499959E-3,5.774999969E-3,1.485890893E-2
4.904102138E0,1.017499994E-2,-9.899999946E-3,5.774999969E-3,1.532616219E-2
4.906606821E0,7.699999958E-3,-9.899999946E-3,4.537499975E-3,1.333749993E-2
4.909111438E0,1.017499994E-2,-1.113750041E-2,3.299999982E-3,1.544229708E-2
4.911616282E0,8.937500417E-3,-1.113750041E-2,3.299999982E-3,1.465649443E-2
4.914121898E0,7.699999958E-3,-8.799999952E-3,3.299999982E-3,1.214989705E-2
4.916625515E0,4.124999978E-3,-9.899999946E-3,3.299999982E-3,1.122121311E-2
4.919130118E0,2.887499984E-3,-9.899999946E-3,2.062499989E-3,1.051672769E-2
4.921634734E0,2.887499984E-3,-8.799999952E-3,9.624999948E-4,9.311501574E-3
4.924139349E0,5.362499971E-3,-9.899999946E-3,3.299999982E-3,1.173270663E-2
4.926643965E0,5.362499971E-3,-1.608750038E-2,2.062499989E-3,1.708268072E-2
4.929148657E0,6.599999964E-3,-1.732499897E-2,3.299999982E-3,1.883097419E-2
4.931653197E0,4.124999978E-3,-1.484999992E-2,3.299999982E-3,1.576160278E-2
4.934159118E0,4.124999978E-3,-1.484999992E-2,3.299999982E-3,1.576160278E-2
4.936662505E0,4.124999978E-3,-1.484999992E-2,3.299999982E-3,1.576160278E-2
4.939167344E0,1.649999991E-3,-1.608750038E-2,4.537499975E-3,1.679640064E-2
4.941671960E0,4.124999978E-3,-1.979999989E-2,5.774999969E-3,2.103345538E-2
4.944176652E0,4.124999978E-4,-2.089999989E-2,5.774999969E-3,2.168711083E-2
4.946681269E0,4.124999978E-4,-2.213750035E-2,4.537499975E-3,2.260150402E-2
4.949185876E0,4.124999978E-4,-1.732499897E-2,2.062499989E-3,1.745221052E-2
4.951690491E0,2.887499984E-3,-1.113750041E-2,-2.749999985E-4,1.150900502E-2
4.954196258E0,4.124999978E-3,-3.849999979E-3,-2.749999985E-3,6.276991682E-3
4.956699953E0,5.362499971E-3,9.624999948E-4,-3.987499978E-3,6.751515997E-3
4.959204561E0,5.362499971E-3,7.149999961E-3,-3.987499978E-3,9.786677754E-3
4.961709176E0,6.599999964E-3,1.567500085E-2,-3.987499978E-3,1.746899560E-2
4.964213792E0,2.887499984E-3,2.186249942E-2,-3.987499978E-3,2.240996861E-2
4.966718484E0,4.124999978E-4,2.791249938E-2,-3.987499978E-3,2.819889952E-2
4.969223025E0,-2.062499989E-3,3.038750030E-2,-6.462499965E-3,3.113547794E-2
4.971727715E0,-4.399999976E-3,3.396249935E-2,-6.462499965E-3,3.485075706E-2
4.974233484E0,-3.299999982E-3,3.643750027E-2,-7.699999958E-3,3.738811877E-2
4.976737178E0,-5.637499969E-3,3.396249935E-2,-8.799999952E-3,3.553410710E-2
4.979241561E0,-6.874999963E-3,3.643750027E-2,-7.699999958E-3,3.787145428E-2
4.981746407E0,-8.112499490E-3,3.396249935E-2,-6.462499965E-3,3.551095487E-2
4.984250765E0,-1.058750041E-2,3.519999981E-2,-7.699999958E-3,3.755562742E-2
4.986755609E0,-1.306249946E-2,4.138749838E-2,-7.699999958E-3,4.407770313E-2
4.989260226E0,-1.663750038E-2,4.372499883E-2,-1.003750041E-2,4.784802353E-2
4.991764842E0,-1.911249943E-2,4.991250113E-2,-1.251249947E-2,5.489178487E-2
4.994270460E0,-2.034999989E-2,5.596249923E-2,-1.498750038E-2,6.140479610E-2
4.996774155E0,-2.282499894E-2,6.215000153E-2,-1.746249944E-2,6.847293008E-2
4.999278768E0,-2.639999986E-2,6.819999963E-2,-1.869999990E-2,7.548436883E-2
5.001783383E0,-2.887500077E-2,7.548750192E-2,-1.869999990E-2,8.295672735E-2
5.004287999E0,-3.135000169E-2,8.415000141E-2,-1.979999989E-2,9.195697548E-2
5.006792845E0,-3.506249934E-2,9.267500043E-2,-2.103750035E-2,1.012946740E-1
5.009297462E0,-3.739999980E-2,1.011999995E-1,-2.227500081E-2,1.101652193E-1
5.011802078E0,-4.111250117E-2,1.146750003E-1,-2.474999987E-2,1.243107234E-1
5.014307922E0,-4.839999974E-2,1.317249984E-1,-2.846249938E-2,1.431926990E-1
5.016811308E0,-5.335000157E-2,1.524875015E-1,-3.327500075E-2,1.649420700E-1
5.019315999E0,-6.916250288E-2,1.927749962E-1,-3.822499886E-2,2.083429900E-1
5.021820614E0,-1.131625026E-1,3.100624979E-1,-4.427500069E-2,3.330236933E-1
5.024325460E0,-1.706375033E-1,4.567750096E-1,-5.046249926E-2,4.902112104E-1
5.026830063E0,-2.169750035E-1,5.751624703E-1,-5.898749828E-2,6.175512484E-1
5.029334678E0,-2.341624945E-1,6.216375232E-1,-7.356250286E-2,6.683387808E-1
5.031839368E0,-2.377374917E-1,6.606875062E-1,-9.198749810E-2,7.081587362E-1
5.034345138E0,-2.512125075E-1,7.804499865E-1,-1.175625026E-1,8.282697914E-1
5.036848596E0,-2.756874859E-1,9.564499855E-1,-1.493249983E-1,1.006527754E0
5.039353210E0,-2.927374840E-1,1.115262508E0,-1.810874939E-1,1.167175384E0
5.041858056E0,-2.903999984E-1,1.181262493E0,-2.067999989E-1,1.233887951E0
5.044362442E0,-2.696374953E-1,1.144549966E0,-2.215124965E-1,1.196564578E0
5.046867281E0,-2.341624945E-1,1.040737510E0,-2.250874937E-1,1.090243559E0
5.049371668E0,-1.938749999E-1,9.099749923E-1,-2.177999914E-1,9.555515886E-1
5.051876512E0,-1.608749926E-1,7.889750004E-1,-2.030874938E-1,8.304257008E-1
5.054382128E0,-2.304500043E-1,8.892124891E-1,-1.945624948E-1,9.389678481E-1
5.056885808E0,-2.659249902E-1,9.319750071E-1,-1.798499972E-1,9.857177769E-1
5.059390421E0,-2.389750034E-1,8.489249945E-1,-1.603250057E-1,8.963742555E-1
5.061894960E0,-1.889249980E-1,7.242124677E-1,-1.383250058E-1,7.611242740E-1
5.064399652E0,-1.363999993E-1,6.093999743E-1,-1.175625026E-1,6.354480550E-1
5.066904270E0,-1.168750003E-1,5.643000007E-1,-9.322500229E-2,5.837680682E-1
5.069408870E0,-1.376374960E-1,6.033499837E-1,-8.098749816E-2,6.241267964E-1
5.071913714E0,-1.742125005E-1,6.693499684E-1,-8.332499862E-2,6.966508673E-1
5.074419253E0,-2.219250053E-1,7.561125159E-1,-9.432499856E-2,7.936334482E-1
5.076923024E0,-2.707374990E-1,8.414999843E-1,-1.102750003E-1,8.908319665E-1
5.079427560E0,-3.049750030E-1,8.929250240E-1,-1.322750002E-1,9.527966870E-1
5.081932268E0,-3.232625127E-1,9.124500155E-1,-1.530375034E-1,9.800429380E-1
5.084436883E0,-3.282124996E-1,8.977375031E-1,-1.700875014E-1,9.708685943E-1
5.086941729E0,-3.244999945E-1,8.782125115E-1,-1.835625023E-1,9.540716190E-1
5.089446116E0,-3.147374988E-1,8.476874828E-1,-1.933249980E-1,9.246665975E-1
5.091950960E0,-3.074499965E-1,8.036875129E-1,-1.982749999E-1,8.830357265E-1
5.094456580E0,-2.976875007E-1,7.621625066E-1,-2.043250054E-1,8.433612763E-1
5.096960275E0,-2.866874933E-1,7.059249878E-1,-2.055625021E-1,7.891614217E-1
5.099464888E0,-2.756874859E-1,6.448749900E-1,-2.055625021E-1,7.308373861E-1
5.101969426E0,-2.646875083E-1,5.813499689E-1,-2.006125003E-1,6.695316562E-1
5.104474042E0,-2.536875010E-1,5.092999935E-1,-1.945624948E-1,6.013305213E-1
5.106978657E0,-2.426874936E-1,4.395875037E-1,-1.872749925E-1,5.359163328E-1
5.109483350E0,-2.366375029E-1,3.822500110E-1,-1.810874939E-1,4.846700518E-1
5.111987967E0,-2.304500043E-1,3.199625015E-1,-1.688500047E-1,4.289446712E-1
5.114493734E0,-2.121624947E-1,2.344374955E-1,-1.530375034E-1,3.512753064E-1
5.116997202E0,-1.951124966E-1,1.574375033E-1,-1.370874941E-1,2.857419025E-1
5.119502046E0,-1.841125041E-1,9.515000135E-2,-1.212750003E-1,2.401219745E-1
5.122006661E0,-1.742125005E-1,4.138749838E-2,-1.053249985E-1,2.077408858E-1
5.124511277E0,-1.633500010E-1,-1.361249946E-2,-9.432499856E-2,1.891182919E-1
5.127015892E0,-1.413500011E-1,-9.790000319E-2,-7.727500051E-2,1.885090426E-1
5.129520570E0,-1.021625027E-1,-2.151875049E-1,-5.775000155E-2,2.451079393E-1
5.132025188E0,-5.939999968E-2,-3.484250009E-1,-3.946249932E-2,3.556481830E-1
5.134531032E0,-1.182499994E-2,-4.815250039E-1,-2.474999987E-2,4.823056318E-1
5.137034419E0,2.612499893E-2,-5.927624702E-1,-1.869999990E-2,5.936325056E-1
5.139539268E0,6.517499685E-2,-6.855750084E-1,-1.622499898E-2,6.888571136E-1
5.142043883E0,9.941250086E-2,-7.638124824E-1,-1.869999990E-2,7.704816958E-1
5.144548575E0,1.299374998E-1,-8.260999918E-1,-2.722499892E-2,8.366995583E-1
5.147053116E0,1.507000029E-1,-8.590999842E-1,-4.056249931E-2,8.731601171E-1
5.149557820E0,1.567499936E-1,-8.590999842E-1,-6.022499874E-2,8.753572949E-1
5.152062438E0,1.544124931E-1,-8.333874941E-1,-8.222500235E-2,8.515508701E-1
5.154568205E0,1.446499974E-1,-8.003875017E-1,-1.090374961E-1,8.206296060E-1
5.157071899E0,1.299374998E-1,-7.540500164E-1,-1.335124969E-1,7.767243835E-1
5.159576513E0,1.152250022E-1,-7.038624883E-1,-1.590874940E-1,7.307585335E-1
5.162081157E0,9.446249902E-2,-6.562874913E-1,-1.823250055E-1,6.876618665E-1
5.164585849E0,7.369999588E-2,-6.025249958E-1,-2.018499970E-1,6.396963977E-1
5.167090390E0,5.169999972E-2,-5.438125134E-1,-2.190375030E-1,5.885425791E-1
5.169595080E0,3.217500076E-2,-4.888125062E-1,-2.336124927E-1,5.427224831E-1
5.172099620E0,8.937500417E-3,-4.302375019E-1,-2.433750033E-1,4.943840402E-1
5.174605465E0,-1.306249946E-2,-3.704249859E-1,-2.532750070E-1,4.489248581E-1
5.177108928E0,-3.382499889E-2,-3.141874969E-1,-2.605625093E-1,4.095738456E-1
5.179613772E0,-6.063750014E-2,-2.689499855E-1,-2.690874934E-1,3.852519698E-1
5.182118398E0,-1.095874980E-1,-3.141874969E-1,-2.788499892E-1,4.341434318E-1
5.184622784E0,-1.864500046E-1,-4.607625008E-1,-2.935625017E-1,5.772734436E-1
5.187127629E0,-2.804999948E-1,-6.660500169E-1,-3.118500113E-1,7.871170825E-1
5.189632246E0,-3.672625124E-1,-8.651499748E-1,-3.179000020E-1,9.921827671E-1
5.192136861E0,-4.307875037E-1,-9.971500039E-1,-3.093749881E-1,1.129424140E0
5.194642475E0,-4.712125063E-1,-1.053249955E0,-2.910875082E-1,1.190003627E0
5.197146092E0,-4.907374978E-1,-1.049674988E0,-2.666125000E-1,1.189000882E0
5.199650782E0,-5.005000234E-1,-1.005674958E0,-2.385624945E-1,1.148387765E0
5.202155398E0,-5.017374754E-1,-9.189124703E-1,-2.105125040E-1,1.067921409E0
5.204660244E0,-4.955500066E-1,-8.040999770E-1,-1.823250055E-1,9.619714080E-1
5.207164865E0,-4.833124876E-1,-6.550499797E-1,-1.542750001E-1,8.285422211E-1
5.209669556E0,-4.687374830E-1,-4.754749835E-1,-1.273249984E-1,6.797079837E-1
5.212174173E0,-4.552625120E-1,-2.762374878E-1,-9.803749621E-2,5.414632537E-1
5.214679940E0,-4.479750097E-1,-5.761250108E-2,-6.751249731E-2,4.566823260E-1
5.217183395E0,-4.430249929E-1,1.696749926E-1,-3.946249932E-2,4.760441538E-1
5.219688008E0,-4.382124841E-1,3.845874965E-1,-1.374999993E-2,5.832038976E-1
5.222192624E0,-4.405499995E-1,5.581125021E-1,5.774999969E-3,7.110606287E-1
5.224697239E0,-4.382124841E-1,6.754000187E-1,2.406249940E-2,8.054653130E-1
5.227202075E0,-4.284499884E-1,7.462124825E-1,4.001250118E-2,8.613962281E-1
5.229706462E0,-4.186874926E-1,8.049250245E-1,4.853750020E-2,9.086029939E-1
5.232211306E0,-4.100250006E-1,8.611624837E-1,4.606249928E-2,9.549047483E-1
5.234716844E0,-4.039750099E-1,9.039250016E-1,4.248749837E-2,9.910002042E-1
5.237220539E0,-4.002625048E-1,9.429749846E-1,3.024999984E-2,1.024854603E0
5.239725167E0,-3.929750025E-1,9.869750142E-1,2.048750035E-2,1.062529420E0
5.242229859E0,-3.844499886E-1,1.037024975E0,8.249999955E-3,1.106024708E0
5.244734475E0,-3.722124994E-1,1.095737457E0,-2.749999985E-4,1.157230658E0
5.247239090E0,-3.416875005E-1,1.144549966E0,-1.979999989E-2,1.194628399E0
5.249743720E0,-3.074499965E-1,1.154312491E0,-3.575000167E-2,1.195090327E0
5.252248566E0,-2.903999984E-1,1.140837550E0,-3.079999983E-2,1.177620956E0
5.254754104E0,-2.781625092E-1,1.117737532E0,-1.498750038E-2,1.151927166E0
5.257257875E0,-2.646875083E-1,1.087074995E0,5.774999969E-3,1.118849799E0
5.259762489E0,-2.402125001E-1,1.056550026E0,2.296249941E-2,1.083756098E0
5.262267099E0,-2.121624947E-1,1.045549989E0,3.877500072E-2,1.067563208E0
5.264771945E0,-1.754499972E-1,1.065075040E0,5.348749831E-2,1.080753651E0
5.267276563E0,-1.413500011E-1,1.107837439E0,7.548750192E-2,1.119366775E0
5.269781178E0,-1.058750004E-1,1.164075017E0,1.047749966E-1,1.173566343E0
5.272285794E0,-7.163749635E-2,1.227599978E0,1.402499974E-1,1.237660575E0
5.274791407E0,-3.506249934E-2,1.299649954E0,1.792999953E-1,1.312428234E0
5.277295101E0,1.649999991E-3,1.386412501E0,2.135374993E-1,1.402761779E0
5.279799638E0,4.069999978E-2,1.486649990E0,2.391124964E-1,1.506306565E0
5.282304253E0,7.864999771E-2,1.601462483E0,2.563000023E-1,1.623748010E0
5.284808945E0,1.164624989E-1,1.719987512E0,2.635875046E-1,1.743960701E0
5.287313563E0,1.494625062E-1,1.832324982E0,2.673000097E-1,1.857741418E0
5.289818407E0,1.775124967E-1,1.946037531E0,2.708750069E-1,1.972801568E0
5.292323024E0,2.007499933E-1,2.044899940E0,2.745875120E-1,2.072996534E0
5.294828638E0,2.191749960E-1,2.137850046E0,2.831124961E-1,2.167623857E0
5.297332255E0,2.496999949E-1,2.200137377E0,2.990624905E-1,2.234366339E0
